web-scraper-order,web-scraper-start-url,club-image-src,club-name,club-description
"1523568745-575","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/33347d51-de27-41b7-a32f-9b1fa109ddcaf6d41ded-340b-437f-9feb-521ef7c5522e.jpg?preset=small-sq","Sigma Tau Delta English Honor Society","The mission of the Sigma Tau Delta English Honor Society is to promote appreciation and scholarship in the literary arts and form a community among students who share this love for language and literature."
"1523568745-589","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c9b3f19f-f5ca-49a6-91b0-0a896765c8051245f67a-c6f5-43ee-96c4-6baf6b333c28.png?preset=small-sq","Society of Optics Students","The mission of the Society of Optics Students is to uphold the principles of academic excellence, peer mentoring, leadership, and entrepreneurship to make an impact in the discipline of optics and photonics."
"1523568745-121","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5c1815c1-3ac0-456f-828d-7a256be30266eca10ff4-44f5-405b-89a4-e0f0f3413ff0.jpg?preset=small-sq","Association of Bridal Consultants","The mission of the Association of Bridal Consultants is to help prepare students for their future careers in the event industry as well as the wedding planning industry and provide opportunities for them to gain knowledge and experience."
"1523568745-573","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5dfbf4a4-87bd-4353-b626-b409f0bc7a189a5d1b81-4f27-4225-b84b-4bef9727f11a.gif?preset=small-sq","Sigma Phi Lambda","We are a non-denominational group of Christian women with hearts on fire for our Lord, Jesus Christ. We aim to bring His light to our sisters, friends, community, campus, and world. We strive to seek Him and spread His love to others, while living lives"
"1523568745-190","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6cdb68ce-c9f3-44e2-a3ec-7734c25ebfc5715b2bb3-164b-4166-9ed6-7c297d308434.jpg?preset=small-sq","Collegiate Cyber Defense Club","A computer security focused club that was founded in Fall of 2012 at the University of Central Florida. Our purpose is to foster an information security aware generation in Central Florida."
"1523568745-255","https://knightconnect.campuslabs.com/engage/organizations","","F","The mission of Film Producers Guild at UCF is to serve as a resource for the practice and application of entertainment producing skills in an academic and professional environment."
"1523568745-236","https://knightconnect.campuslabs.com/engage/organizations","","E","."
"1523568745-378","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/4959860e-c670-4e1e-9d41-d8584d65d5899f95cb4f-f772-47a1-ad97-899256c0a5de.jpg?preset=small-sq","Knights Pantry","The Knights Helping Knights Pantry is committed to serving the UCF students by providing basic needs including food, clothing, and personal hygiene items to foster continued academic success thus increasing retention."
"1523568745-446","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/81677bcc-c836-4c87-937f-01b01b3ee53c94c892e0-b128-4cee-b4dd-a89ac2c886e9.jpg?preset=small-sq","Nepalese Student Association","To develop the identity of Nepal and Nepalese students in UCF. To promote and publicize UCF in the Nepalese communities in Nepal and USA. To introduce and promote the Nepalese culture in UCF. To assist new Nepalese students."
"1523568745-211","https://knightconnect.campuslabs.com/engage/organizations","","C","If you want to race road bikes, come join us. Fall/SpringRides:Fast ride: Wednesday nights at 6, meeting at the corner of Research and Discovery. This is a massive group ride, and it's fast!!Skills ride: Friday mornings at 7:30, RWC. This is just our c..."
"1523568745-616","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5e4dd7b5-8ebb-49e8-bd03-75628489049f2a29bbd3-c1a4-4e15-ae7d-c6026f2412c0.png?preset=small-sq","Student Government Association-Judicial Branch","."
"1523568745-312","https://knightconnect.campuslabs.com/engage/organizations","","I","The UCF Ice Hockey club is a top competitor in the American Collegiate Hockey Association. We have attended Nationals for 9 consecutive seasons leading into this year, including a 8th place finish in the nation last year. We play and practice at the RD..."
"1523568745-576","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3bc27a35-9a35-4ea1-bd1a-a1e0fae215163baa834d-73a2-45f9-b6a6-dbcb10d5f487.jpg?preset=small-sq","SISTUHS, Incorporated","To improve the social disposition of underrepresented populations through community service, education, and other social service in our respective communities."
"1523568745-246","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a455eec8-b026-499b-9823-620cd2255328cb06244b-5690-4ee7-9897-09ff5ebafd95.jpg?preset=small-sq","Eureka Research Society","The mission of the Eureka Research Society is to unite undergraduate researchers of all majors at the University of Central Florida."
"1523568745-404","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/dac286c1-cd79-4150-9213-4109bee826c48b366fa1-284a-4b43-b0b8-b506bd97d5ed.jpg?preset=small-sq","MEDLIFE","MEDLIFE UCF is a secular, volunteer-run global health organization whose mission is to help families achieve greater freedom from the constraints of poverty, empowering them to live healthier lives."
"1523568745-348","https://knightconnect.campuslabs.com/engage/organizations","","K","The Kiteboarding Association at UCF gathers all UCF students that are kiteboarders or interested in learning the sport of kiteboarding. With funding from the Student Government Association, the kiteboarding club travels throughout the year competing in..."
"1523568745-207","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e739dbbe-87ed-4a58-8f80-41017db4fc38468539f9-eebc-4526-b362-aa929b7dc1a3.jpg?preset=small-sq","Cubing Knights","To unite all people, beginners and experts, who are interested in solving the Rubik's cube, to improve speed cubers' times, and to overall have fun solving twisty puzzles with other cubers."
"1523568745-535","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/fd33615e-0ed5-4f49-9178-36e746c8106c2f0c787d-f2a6-4c22-8e38-1968aaf3e978.jpg?preset=small-sq","Real Estate Academic Leaders","The purpose of the Real Estate Club is to help facilitate students' interest in real estate by bringing in guest speakers, attending networking events, and hosting social events with other business clubs."
"1523568745-463","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b40ea5c5-9fae-4299-b44d-71cf8c5e18dd50152ffc-0ed2-44c2-a285-cd90390c738e.png?preset=small-sq","Optical Society of America Student Chapter","The purpose of the chapter shall be to promote the discipline of Optics through a organized effort of study, research, and discussion. We shall disseminate the knowledge of the field of Optics to the general public and further the professional developmen"
"1523568745-601","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/07d36319-4887-4dea-8f3d-258833c1ee4b1f059ada-50d5-4e45-adf8-9b4c4df3401f.jpg?preset=small-sq","Sport Business Club","Informing current and future UCF students about the opportunities the DeVos Minor presents along with enriching the Minor experience by giving even more chances to share and obtain extra opportunities in the sport and entertainment industry."
"1523568745-414","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3c65162e-6ded-4ac4-95fb-cba4a8181149bc70c920-1cb9-46d0-9072-87456943931e.jpg?preset=small-sq","Mixed Martial Arts Club @ UCF","Knights MMA is dedicated to teaching the practical application of close range combat to our students. We cover many forms of martial arts to allow our students to have the widest range of tools they can use in the ring or in self-defense."
"1523568745-175","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/05a4440a-d3d1-41c6-9736-ef9856a1bae71c1f77ea-5635-4561-b067-e9e535b74338.jpg?preset=small-sq","Chi Epsilon Civil Engineering Honor Society","Chi Epsilon is the National Civil Engineering Honor Society in the United States. We honor engineering students who have exemplified the principles of ""Scholarship, Character, Practicality, and Sociability"" in the civil engineering profession."
"1523568745-75","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e25be15c-e1a9-4cb9-b3a2-bb730b947f2f85a5eb53-4af5-47e0-85cd-73dd9a1461ce.png?preset=small-sq","Advocates for World Health","Advocates for World Health (AWH) is a non-profit organization that recovers and redistributes medical products to reduce waste and improve healthcare in the United States and abroad."
"1523568745-474","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c5c047a1-1162-4412-8595-edeae5a89aadec630506-8ca1-4acc-aee6-516f81e21278.JPG?preset=small-sq","Panhellenic Council","The Panhellenic Council is comprised of twelve recognized National Panhellenic Conference sororities."
"1523568745-538","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/decb4494-4831-4187-baec-aac2d2f1b7cf185064da-62f9-47e1-b891-d85fef8d62f6.jpg?preset=small-sq","Religious Studies Club","To spread knowledge and understanding of the many different religious groups as well as cultures from all over the globe. We offer an exciting way to meet new people and bring cultures together."
